"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.55674 0.58434 0.50446 0.58509 0.43275 0.56152
"2" 0.69814 0.59298 0.53448 0.57961 0.46829 0.56807
"3" 0.58557 0.56836 0.49123 0.56575 0.426 0.55979
"4" 15.19973 0.46437 0.44586 0.42021 0.30188 0.47713
"5" 0.49935 0.48249 0.33553 0.42897 0.28528 0.40318
"6" 0.56869 0.48404 0.33675 0.49082 0.3167 0.47789
"7" 0.49559 0.56014 0.44809 0.56964 0.406 0.5654
"8" 0.56288 0.57021 0.4456 0.52718 0.40241 0.48077
"9" 0.48976 0.51154 0.41761 0.47323 0.35344 0.49627
"10" 0.50583 0.52686 0.4032 0.51434 0.35795 0.50404
"11" 1.10046 0.527 0.52687 0.50261 0.39492 0.52308
"12" 0.4835 0.48254 0.35326 0.58054 0.36572 0.46477
"13" 0.46799 0.55248 0.4661 0.63467 0.41944 0.54334
"14" 0.50307 0.43186 0.28475 0.46267 0.27731 0.4805
"15" 0.53323 0.57858 0.41765 0.5356 0.35847 0.45514
"16" 0.60805 0.60238 0.53951 0.58649 0.42635 0.519
"17" 0.52804 0.57325 0.44208 0.45509 0.33745 0.47176
"18" 0.64702 0.45588 0.28791 0.4371 0.29109 0.47892
"19" 0.87525 0.57842 0.44736 0.52667 0.36282 0.55824
"20" 368.93549 0.49776 0.42493 0.46612 0.33017 0.45591
"21" 0.479 0.47498 0.3326 0.42577 0.30764 0.3831
"22" 0.51365 0.52107 0.40085 0.48284 0.38179 0.47718
"23" 0.44268 0.49075 0.3535 0.49032 0.33669 0.43972
"24" 0.45759 0.48748 0.38545 0.47169 0.33639 0.39935
"25" 0.45179 0.45911 0.33757 0.42919 0.28061 0.40073
"26" 0.60542 0.51003 0.46953 0.47791 0.38925 0.51884
"27" 0.60956 0.64432 0.55673 0.56034 0.45761 0.57844
"28" 0.52071 0.54108 0.41096 0.51144 0.36351 0.52808
"29" 0.52299 0.52697 0.38646 0.50075 0.33121 0.4131
"30" 0.46969 0.51389 0.41035 0.50944 0.3476 0.49802
"31" 0.60396 0.52582 0.43962 0.5776 0.45133 0.56728
"32" 1.8847 0.57533 0.56367 0.58109 0.48747 0.5923
"33" 0.42971 0.49104 0.45995 0.44229 0.3189 0.41123
"34" 0.54358 0.54523 0.46245 0.56589 0.36201 0.53665
"35" 0.48831 0.49552 0.42537 0.44455 0.33848 0.44349
"36" 0.5056 0.52503 0.39993 0.48534 0.34254 0.49791
"37" 0.48786 0.50141 0.34906 0.56017 0.34187 0.50962
"38" 0.49368 0.47986 0.3282 0.55758 0.33898 0.41735
"39" 0.53913 0.54872 0.4688 0.58427 0.42815 0.5963
"40" 0.4655 0.46766 0.36287 0.53943 0.32818 0.43064
"41" 0.51037 0.53006 0.41011 0.44439 0.3372 0.50188
"42" 0.40862 0.48408 0.31912 0.47204 0.31695 0.43139
"43" 0.48178 0.48611 0.31707 0.5397 0.31688 0.48263
"44" 0.53946 0.5369 0.45161 0.55009 0.35733 0.46276
"45" 0.56797 0.56578 0.47818 0.61428 0.39051 0.5528
"46" 0.51305 0.54379 0.3366 0.60875 0.38233 0.47069
"47" 0.57587 0.57421 0.51898 0.54473 0.47482 0.52842
"48" 0.45925 0.51983 0.34121 0.50682 0.33825 0.47137
"49" 0.42973 0.48982 0.40096 0.4973 0.30521 0.42787
"50" 0.64055 0.57457 0.40825 0.52604 0.39997 0.48649
