"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.66143 0.67821 0.80586 0.74204 0.65622 0.7123
"2" 0.67753 0.67939 0.83442 0.75473 0.65715 0.6963
"3" 0.71745 0.72171 1.65189 0.79717 0.7045 0.76125
"4" 0.67674 0.68078 0.82443 0.73388 0.66975 0.70075
"5" 0.68428 0.70517 0.86884 0.78618 0.68227 0.72509
"6" 0.6775 0.69517 0.83116 0.78512 0.67145 0.72175
"7" 6.97236 0.68055 28.18022 0.74238 0.64179 0.69966
"8" 0.69146 0.69684 0.85031 0.76008 0.67031 0.71842
"9" 0.69561 0.69578 18.3285 0.73894 0.64037 0.70395
"10" 0.66941 0.67632 0.80719 0.72638 0.65915 0.70076
"11" 0.66903 0.68023 1.52328 0.74034 0.65922 0.69988
"12" 0.65517 0.6697 0.8262 0.75149 0.66723 0.70318
"13" 0.68498 0.69578 96.6104 0.73355 0.65498 0.69666
"14" 0.70201 0.71135 41.07958 0.71663 0.65131 0.70002
"15" 0.68325 0.68284 0.82029 0.73732 0.66413 0.71094
"16" 0.69675 0.71056 1.19205 0.77896 0.69526 0.73208
"17" 0.73525 0.76066 44.98718 0.77263 0.69601 0.74245
"18" 0.72001 0.71038 86.52318 0.72978 0.66019 0.69953
"19" 0.67148 0.69047 23.5892 0.72659 0.65364 0.71095
"20" 0.6526 0.66473 0.82287 0.75953 0.64888 0.72432
"21" 0.67165 0.67808 0.81693 0.73081 0.66251 0.7162
"22" 0.6562 0.67048 0.81517 0.72551 0.64926 0.70685
"23" 0.69799 0.7146 0.85978 0.77062 0.68419 0.74171
"24" 0.72381 0.7235 3.27802 0.77998 0.68497 0.74305
"25" 0.70093 0.69907 0.82588 0.76105 0.67032 0.71139
"26" 0.70506 0.72871 46.08931 0.7591 0.70104 0.7513
"27" 0.68992 0.69373 1.30218 0.76527 0.68149 0.74642
"28" 0.68463 0.69533 41.17419 0.75729 0.66595 0.70841
"29" 0.70305 0.72081 0.88762 0.78233 0.70966 0.75387
"30" 0.69646 0.71099 14.81467 0.7656 0.67906 0.72613
"31" 0.6775 0.68296 1.92575 0.73998 0.6676 0.71195
"32" 0.67822 0.69275 30.97477 0.73026 0.64835 0.71313
"33" 0.68573 0.70812 0.86244 0.7815 0.68946 0.74254
"34" 0.69927 0.713 0.86518 0.78604 0.69685 0.74886
"35" 0.66391 0.67648 0.81653 0.74406 0.66648 0.72244
"36" 0.69028 0.71872 70.56816 0.72294 0.65958 0.69725
"37" 0.68202 0.68988 0.86752 0.76715 0.673 0.71549
"38" 0.6888 0.70037 1.50635 0.77134 0.69801 0.73822
"39" 0.72578 0.73366 68.98056 0.76311 0.68637 0.72746
"40" 0.69031 0.68897 0.83832 0.76576 0.68018 0.71323
"41" 0.66515 0.6759 0.82486 0.75898 0.66966 0.71862
"42" 0.6721 0.67639 0.81885 0.72556 0.65699 0.7015
"43" 0.71132 0.72021 0.87249 0.7826 0.69188 0.73259
"44" 0.69895 0.69039 1.43949 0.76612 0.68376 0.7228
"45" 0.7232 0.74006 58.75108 0.78596 0.69022 0.74281
"46" 0.69566 0.69557 56.48417 0.75051 0.65807 0.68461
"47" 0.67011 0.70026 25.74571 0.74203 0.65302 0.6938
"48" 0.70559 0.72251 1.4746 0.77518 0.69268 0.72073
"49" 0.67084 0.67528 1.13909 0.75334 0.6646 0.72212
"50" 0.67694 0.69012 0.83706 0.74334 0.65971 0.70138
"51" 0.67663 0.68332 0.86528 0.74359 0.65394 0.69691
"52" 0.68712 0.69503 1.23493 0.75541 0.6665 0.71719
"53" 0.69702 0.70087 0.84657 0.78791 0.69419 0.73155
"54" 0.73416 0.6809 1.16707 0.75705 0.66194 0.70825
"55" 0.65539 0.68162 0.82847 0.71469 0.63742 0.70112
"56" 0.67757 0.67249 0.82454 0.76614 0.66906 0.71551
"57" 0.64296 0.66228 0.81019 0.74617 0.64583 0.69778
"58" 0.68271 0.70107 0.85166 0.77469 0.67341 0.72768
"59" 0.68169 0.69083 0.8457 0.74847 0.68077 0.70744
"60" 0.68532 0.6967 0.92601 0.77021 0.68691 0.71206
"61" 0.7104 0.7149 25.2617 0.7765 0.68577 0.73742
"62" 0.69402 0.69544 0.87048 0.7328 0.6728 0.70304
"63" 0.66958 0.69761 78.96908 0.74714 0.65492 0.70636
"64" 0.66012 0.66966 0.83152 0.71353 0.64205 0.68518
"65" 0.65212 0.67027 0.82096 0.73855 0.65623 0.69353
"66" 0.67283 0.67473 0.81235 0.71086 0.63093 0.67638
"67" 0.69174 0.69695 0.83758 0.74105 0.66631 0.71213
"68" 0.71411 0.70451 0.85645 0.7952 0.70825 0.74939
"69" 0.67222 0.69782 56.04743 0.72526 0.64878 0.69755
"70" 0.6885 0.69669 0.81875 0.75004 0.66901 0.71117
"71" 0.66518 0.67287 58.71097 0.72632 0.63648 0.68944
"72" 0.72783 0.70645 3.46491 0.74753 0.66408 0.7304
"73" 0.6665 0.66887 0.82027 0.74203 0.64924 0.69416
"74" 0.6767 0.67931 0.84526 0.75389 0.68494 0.73331
"75" 0.64295 0.65018 0.77716 0.73528 0.62991 0.69463
