"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.42095 0.4341 0.36365 0.46353 0.37114 0.41262
"2" 0.44319 0.40257 0.36933 0.5124 0.3765 0.467
"3" 0.36148 0.40522 0.30821 0.41305 0.31885 0.40926
"4" 0.40628 0.44673 0.36815 0.49278 0.39704 0.50307
"5" 0.37327 0.42925 0.31506 0.40029 0.33814 0.449
"6" 0.39522 0.44321 0.38211 0.52165 0.40108 0.48417
"7" 0.35767 0.36072 0.28972 0.45251 0.31423 0.3574
"8" 0.39522 0.45354 0.36391 0.43305 0.37962 0.4618
"9" 0.40854 0.42922 0.39618 0.5164 0.40099 0.42774
"10" 0.30017 0.35273 0.28432 0.40093 0.27462 0.33453
"11" 0.35641 0.36622 0.30611 0.47261 0.33009 0.4032
"12" 0.36447 0.42631 0.32184 0.48129 0.3168 0.42137
"13" 0.37637 0.437 0.35474 0.48609 0.36039 0.43842
"14" 0.34256 0.40703 0.30614 0.4063 0.30997 0.38184
"15" 0.34389 0.38341 0.3079 0.39788 0.29672 0.39382
"16" 0.36423 0.40839 0.35282 0.45055 0.36401 0.42614
"17" 0.41258 0.46163 0.36753 0.45664 0.39624 0.44547
"18" 0.36914 0.4145 0.34349 0.45097 0.36125 0.40016
"19" 0.4374 0.45905 0.38966 0.48494 0.39621 0.44819
"20" 0.31999 0.36515 0.30386 0.38262 0.2859 0.39156
"21" 0.45963 0.48961 0.37378 0.42926 0.38532 0.41929
"22" 0.3447 0.37913 0.29812 0.44051 0.30309 0.42972
"23" 0.376 0.42878 0.35554 0.46378 0.3499 0.38567
"24" 0.34232 0.39489 0.32636 0.45053 0.31971 0.42406
"25" 0.4168 0.4429 0.40116 0.48167 0.40319 0.45511
"26" 0.39038 0.40677 0.29897 0.42317 0.3166 0.39518
"27" 0.46357 0.49714 0.41907 0.49177 0.41096 0.42893
"28" 0.44643 0.4679 0.39551 0.51342 0.39578 0.45201
"29" 0.43803 0.44564 0.38788 0.49905 0.42026 0.48245
"30" 0.40017 0.44341 0.36037 0.49413 0.36295 0.44498
"31" 0.42735 0.46257 0.38657 0.509 0.4009 0.48549
"32" 0.40313 0.39933 0.26775 0.39425 0.28216 0.36227
"33" 0.38139 0.44624 0.34625 0.40843 0.33547 0.41903
"34" 0.3961 0.43554 0.35548 0.47205 0.35755 0.45341
"35" 0.36448 0.40923 0.31434 0.44747 0.35011 0.42848
"36" 0.40508 0.42122 0.34688 0.4658 0.35224 0.39674
"37" 0.38466 0.42951 0.35847 0.4909 0.36371 0.46006
"38" 0.41951 0.44493 0.36631 0.4645 0.39394 0.41573
"39" 0.33922 0.42715 0.36166 0.50046 0.34044 0.45122
"40" 0.38113 0.43797 0.339 0.46445 0.36054 0.42325
"41" 0.3481 0.42285 0.33312 0.42766 0.3223 0.40528
"42" 0.41425 0.44978 0.388 0.54479 0.41552 0.43182
"43" 0.37042 0.38344 0.30235 0.44141 0.29678 0.40628
"44" 0.33708 0.37326 0.33397 0.47799 0.37367 0.42283
"45" 0.42421 0.42317 0.34958 0.47639 0.37034 0.41317
"46" 0.37971 0.38794 0.31433 0.43493 0.34445 0.42495
"47" 0.42215 0.46105 0.35045 0.47745 0.36244 0.48175
"48" 0.33668 0.39951 0.31049 0.43132 0.31326 0.38868
"49" 0.33326 0.38627 0.33872 0.44602 0.32739 0.43316
"50" 0.39144 0.41139 0.34622 0.49198 0.37423 0.52186
