"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.67346 0.6952 0.67685 0.7709 0.67752 0.73381
"2" 0.66628 0.67756 0.66308 0.71612 0.6567 0.68603
"3" 0.71947 0.71533 0.66665 0.76026 0.66964 0.7086
"4" 1.36502 0.69732 0.63868 0.73953 0.64704 0.68895
"5" 0.65225 0.66697 0.63984 0.74983 0.6589 0.69684
"6" 0.68719 0.69773 0.66359 0.75041 0.67856 0.71435
"7" 0.63227 0.64837 0.64099 0.71144 0.63647 0.68051
"8" 1.935 0.75177 0.72 0.79822 0.72362 0.78375
"9" 0.68887 0.69912 0.66587 0.74278 0.68229 0.71599
"10" 0.69532 0.72907 0.70002 0.8045 0.69881 0.74357
"11" 0.71051 0.73292 0.68095 0.7759 0.68782 0.73737
"12" 0.69117 0.69657 0.68851 0.76985 0.69059 0.71875
"13" 0.72088 0.72559 0.7067 0.78803 0.69674 0.74334
"14" 0.70211 0.71554 0.68584 0.76345 0.69333 0.74244
"15" 0.6882 0.70243 0.68477 0.75909 0.68886 0.73902
"16" 0.65369 0.67152 0.64549 0.73829 0.65082 0.6965
"17" 0.65467 0.6801 0.60093 0.70538 0.62192 0.67559
"18" 0.67412 0.68693 0.66647 0.73603 0.67224 0.71281
"19" 0.69886 0.70607 0.68258 0.76435 0.67515 0.71881
"20" 0.67658 0.69057 0.66865 0.74662 0.66836 0.71637
"21" 0.68266 0.68415 0.66121 0.74924 0.67007 0.72319
"22" 0.88674 0.6956 0.63635 0.73024 0.64007 0.68702
"23" 0.69302 0.70506 0.68575 0.77751 0.69067 0.72705
"24" 0.63931 0.65457 0.63448 0.71676 0.64502 0.68572
"25" 0.68745 0.68743 0.66827 0.75973 0.67323 0.72298
