"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.7625 0.76898 0.32432 0.8188 0.57205 0.76689
"2" 0.77023 0.77408 0.31941 0.82267 0.59219 0.7495
"3" 0.75197 0.7546 0.31648 0.80371 0.55626 0.73293
"4" 0.76887 0.77044 0.31801 0.81481 0.57037 0.74467
"5" 0.74811 0.76255 0.32162 0.82255 0.58085 0.76493
"6" 0.74585 0.75879 0.31791 0.80903 0.54731 0.74906
"7" 0.75936 0.75874 0.32048 0.82971 0.56505 0.74796
"8" 0.76634 0.76823 0.32736 0.83164 0.57492 0.7698
"9" 0.76951 0.77801 0.32249 0.84313 0.5827 0.77017
"10" 0.77444 0.78069 0.32743 0.84684 0.58564 0.78569
"11" 0.76527 0.77178 0.32893 0.82157 0.57073 0.75769
"12" 0.75862 0.76092 0.32063 0.82534 0.56072 0.77035
"13" 0.78216 0.78886 0.32752 0.85162 0.58728 0.75798
"14" 0.75884 0.76409 0.3151 0.82621 0.56472 0.73966
"15" 0.75339 0.75747 0.32364 0.80424 0.56315 0.7767
"16" 0.76473 0.773 0.31861 0.83179 0.56892 0.77943
"17" 0.76716 0.77056 0.32331 0.81495 0.58253 0.77025
"18" 0.74833 0.76735 0.31811 0.81176 0.57154 0.76245
"19" 0.75565 0.75936 0.32312 0.8026 0.56003 0.76829
"20" 0.7622 0.76652 0.32281 0.80433 0.57468 0.74851
"21" 0.77658 0.77899 0.31546 0.82015 0.57336 0.75005
"22" 0.77286 0.77258 0.32155 0.83414 0.57999 0.74662
"23" 0.76302 0.77369 0.32418 0.82997 0.57342 0.76796
"24" 0.76919 0.77046 0.30561 0.82462 0.57006 0.77339
"25" 0.77389 0.77399 0.32768 0.83429 0.58075 0.76297
"26" 0.77039 0.77964 0.31836 0.81607 0.57998 0.76593
"27" 0.76449 0.76778 0.31794 0.80891 0.56876 0.7637
"28" 0.75857 0.76077 0.31123 0.80014 0.56027 0.74443
"29" 0.75906 0.77002 0.31106 0.80658 0.57337 0.77575
"30" 0.7608 0.77212 0.32871 0.83847 0.58913 0.77187
"31" 0.7732 0.77363 0.32366 0.82075 0.5725 0.74863
"32" 0.75847 0.76554 0.32611 0.82218 0.5731 0.77398
"33" 0.75543 0.75896 0.3267 0.8157 0.56795 0.76079
"34" 0.76235 0.76283 0.32393 0.82051 0.57773 0.75103
"35" 0.76048 0.76755 0.328 0.81124 0.568 0.72582
"36" 0.75141 0.75219 0.31642 0.81507 0.56557 0.75161
"37" 0.76399 0.76577 0.32265 0.82753 0.57582 0.76686
"38" 0.76869 0.77394 0.32572 0.82228 0.56534 0.76391
"39" 0.75366 0.75678 0.30406 0.80618 0.56075 0.75254
"40" 0.75681 0.76783 0.32038 0.84552 0.57436 0.76514
"41" 0.75592 0.75818 0.323 0.81427 0.56586 0.76433
"42" 0.755 0.76069 0.31591 0.81586 0.5737 0.76489
"43" 0.76834 0.7806 0.32318 0.8231 0.57934 0.77404
"44" 0.75025 0.75559 0.31562 0.80873 0.56547 0.75598
"45" 0.76544 0.76966 0.32546 0.82115 0.57316 0.75386
"46" 0.74059 0.7455 0.32106 0.81324 0.54925 0.74579
"47" 0.76711 0.77096 0.31291 0.82839 0.57719 0.73767
"48" 0.751 0.75555 0.32115 0.80701 0.56737 0.74447
"49" 0.75838 0.76382 0.31526 0.82315 0.5768 0.75658
"50" 0.76594 0.7707 0.31681 0.83052 0.57299 0.76625
