"ga.eprr";"lin.reg";"svm";"rpart";"rf";"ci.tree"
"1";0.57318;0.56081;0.48021;0.5991;0.39333;0.53254
"2";0.53974;0.55963;0.45321;0.48371;0.34651;0.45086
"3";0.55887;0.56028;0.4513;0.58361;0.41119;0.54068
"4";0.5282;0.5486;0.48967;0.60263;0.43073;0.54406
"5";2.13488;0.6008;0.50735;0.54891;0.41655;0.56209
"6";0.51073;0.54351;0.45458;0.4585;0.37934;0.5133
"7";0.50228;0.52338;0.40918;0.48933;0.36834;0.45516
"8";0.54593;0.62698;0.60939;0.55492;0.4331;0.55864
"9";0.60674;0.5965;0.50867;0.61538;0.48024;0.56955
"10";0.51148;0.50723;0.37395;0.57624;0.36024;0.55932
"11";0.51611;0.52424;0.40942;0.48228;0.32451;0.51736
"12";0.46897;0.50524;0.34544;0.51183;0.34955;0.55276
"13";0.42157;0.46863;0.37597;0.43323;0.30297;0.44027
"14";0.66529;0.62495;0.58299;0.62474;0.46322;0.61527
"15";0.48001;0.49841;0.3549;0.47853;0.33036;0.46584
"16";0.55971;0.57034;0.44521;0.53842;0.43972;0.52286
"17";0.45556;0.478;0.40348;0.61472;0.31437;0.45222
"18";0.61681;0.62509;0.5375;0.63571;0.48298;0.60032
"19";0.51281;0.59645;0.52646;0.57538;0.50152;0.56429
"20";0.58065;0.54212;0.46402;0.52521;0.34875;0.47731
"21";0.55409;0.58133;0.46718;0.46332;0.35267;0.48602
"22";63.36395;0.49819;0.40184;0.53364;0.34717;0.51869
"23";0.47508;0.47452;0.32607;0.54862;0.32436;0.45633
"24";0.47859;0.50119;0.35271;0.52966;0.36704;0.51864
"25";0.58716;0.56116;0.46205;0.46998;0.33378;0.46271
