"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.54831 0.5478 0.64676 0.54565 0.40338 0.51143
"2" 0.6201 0.61297 0.59329 0.52859 0.40724 0.54298
"3" 0.52006 0.50818 0.39656 0.49521 0.32585 0.45602
"4" 0.48267 0.4768 0.67486 0.42523 0.33413 0.48139
"5" 0.44193 0.46795 0.57938 0.57805 0.33503 0.39372
"6" 0.56214 0.57895 0.65691 0.58398 0.39643 0.52093
"7" 1.07409 0.48949 0.92022 0.48145 0.31876 0.47566
"8" 0.66061 0.66609 0.7534 0.55005 0.4748 0.53703
"9" 0.541 0.57125 0.5579 0.49312 0.36149 0.53346
"10" 0.50782 0.50306 0.50387 0.50095 0.31807 0.4365
"11" 0.52084 0.54726 0.64184 0.47403 0.35123 0.41587
"12" 0.54798 0.56482 0.68852 0.49877 0.38354 0.48777
"13" 0.49342 0.51876 0.51725 0.49721 0.33428 0.47707
"14" 5.14698 0.43695 0.62214 0.51304 0.32881 0.5056
"15" 0.59907 0.61228 0.644 0.66814 0.51228 0.61114
"16" 1.28141 0.48078 0.53629 0.46815 0.34197 0.52476
"17" 0.50959 0.52206 0.83683 0.52783 0.36303 0.52396
"18" 0.5589 0.55728 0.55319 0.50891 0.32944 0.50742
"19" 0.44702 0.44471 0.74002 0.4443 0.2607 0.35412
"20" 0.6124 0.6437 0.62074 0.64299 0.5244 0.62609
"21" 0.46852 0.48267 0.54275 0.54144 0.32866 0.4975
"22" 0.49705 0.54842 0.57096 0.52739 0.33948 0.48117
"23" 0.48206 0.52222 0.65986 0.54326 0.36719 0.5008
"24" 0.4913 0.49664 0.51763 0.50173 0.31948 0.46284
"25" 0.51084 0.44737 0.50128 0.54182 0.31001 0.41324
"26" 0.40178 0.41972 0.46314 0.42389 0.27499 0.48555
"27" 0.62127 0.5418 0.60102 0.53784 0.35649 0.49537
"28" 0.57136 0.53959 0.66112 0.61025 0.34579 0.44943
"29" 0.67267 0.52609 0.91529 0.58614 0.38676 0.52538
"30" 772.94129 0.54767 0.66362 0.50957 0.35558 0.53307
"31" 0.50458 0.51691 0.58235 0.45179 0.34617 0.50322
"32" 0.47468 0.53684 0.73189 0.53283 0.34868 0.47942
"33" 0.47912 0.56854 0.60301 0.4936 0.40081 0.52267
"34" 0.54421 0.54649 0.57153 0.52957 0.38756 0.51927
"35" 0.42356 0.41827 0.4461 0.43901 0.28617 0.42801
"36" 0.45325 0.52454 0.5615 0.52437 0.31006 0.52678
"37" 0.69601 0.50483 0.50254 0.45369 0.30478 0.45603
"38" 0.60134 0.54369 0.53892 0.55347 0.36592 0.50678
"39" 0.51457 0.52698 0.51893 0.54896 0.40282 0.4914
"40" 5.48598 0.56652 0.54858 0.55386 0.37418 0.49618
"41" 0.58623 0.57214 0.54792 0.5808 0.37816 0.50291
"42" 0.76451 0.58319 0.53768 0.57275 0.39687 0.50225
"43" 0.48145 0.53349 0.68058 0.584 0.36551 0.54573
"44" 0.49851 0.51882 0.61974 0.49848 0.35692 0.58471
"45" 0.68061 0.48699 0.54406 0.56893 0.3952 0.54541
"46" 1.08429 0.55994 1.23129 0.5728 0.35228 0.50993
"47" 0.49732 0.51142 0.60699 0.49686 0.35647 0.55662
"48" 0.55092 0.59178 0.64196 0.5651 0.42425 0.52308
"49" 0.46921 0.51486 0.68989 0.4803 0.35409 0.46668
"50" 0.58206 0.57884 0.92581 0.61991 0.49858 0.59818
"51" 0.51209 0.50903 0.65598 0.52028 0.37381 0.49266
"52" 0.39669 0.42279 0.67675 0.46672 0.2693 0.45895
"53" 0.45026 0.48531 0.69718 0.50159 0.32771 0.40274
"54" 0.4266 0.56729 0.83678 0.44517 0.32646 0.48747
"55" 0.55189 0.54814 0.64287 0.57938 0.36588 0.50456
"56" 0.62233 0.61158 0.57741 0.63716 0.52321 0.67511
"57" 0.42186 0.46842 0.44088 0.50975 0.32945 0.49516
"58" 0.44065 0.46913 2.525 0.44819 0.29414 0.43491
"59" 0.69111 0.54223 0.51481 0.547 0.38694 0.53999
"60" 0.5893 0.52361 0.66562 0.50551 0.33649 0.47603
"61" 0.45493 0.50544 0.59312 0.57433 0.35384 0.4957
"62" 0.58525 0.59301 0.77031 0.59975 0.49745 0.56465
"63" 0.51835 0.49542 0.53337 0.54364 0.34733 0.43047
"64" 16.03631 0.50863 0.46786 0.50086 0.3665 0.48893
"65" 0.50156 0.44165 0.48766 0.49192 0.28555 0.47918
"66" 0.47032 0.48207 0.60392 0.47451 0.32686 0.43364
"67" 0.56776 0.56095 0.78948 0.5931 0.41702 0.53214
"68" 0.53536 0.53478 0.55695 0.45571 0.31224 0.37994
"69" 0.49139 0.51078 0.57295 0.42111 0.31648 0.41274
"70" 0.54517 0.59215 0.49778 0.55608 0.35741 0.53705
"71" 0.50471 0.5246 0.70748 0.503 0.36381 0.44698
"72" 0.5756 0.64665 0.61554 0.54906 0.39302 0.50535
"73" 3.78621 0.55276 0.65011 0.54453 0.4045 0.56666
"74" 0.67861 0.65803 0.7994 0.61997 0.48873 0.62295
"75" 0.56951 0.55035 0.5875 0.5611 0.41253 0.56118
