"ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"1"  0.63955 0.66793 0.64675 0.74044 0.6996
"2"  0.71034 0.69830 0.68042 0.76781 0.71218
"3"  0.64336 0.68791 0.65556 0.75360 0.70675
"4"  0.68131 0.72449 0.67730 0.76931 0.72359
"5"  0.67591 0.68212 0.68537 0.76693 0.73208
"6"  0.67615 0.71119 0.68303 0.77227 0.74198
"7"  0.64650 0.68718 0.65555 0.73191 0.70916
"8"  0.66077 0.71391 0.66712 0.76598 0.74449
"9"  0.77134 0.69687 0.66125 0.74612 0.7056
"10" 0.65092 0.68720 0.65621 0.75200 0.7039
"11" 0.64558 0.68817 0.66499 0.73601 0.70803
"12" 0.65801 0.68130 0.66923 0.76244 0.70982
"13" 0.66414 0.71024 0.68039 0.77494 0.7422
"14" 0.66248 0.71501 0.67435 0.74795 0.72796
"15" 0.67345 0.72062 0.69440 0.77533 0.73363
"16" 0.65738 0.70727 0.67003 0.76037 0.73293
"17" 0.67468 0.73650 0.68571 0.76074 0.72488
"18" 0.65677 0.70139 0.66424 0.75851 0.70476
"19" 0.66639 0.69235 0.68686 0.77152 0.71504
"20" 0.65106 0.68225 0.65718 0.76041 0.71287
"21" 0.70183 0.72070 0.68759 0.79885 0.75885
"22" 0.68731 0.71913 0.70605 0.78611 0.75552
"23" 0.66402 0.70620 0.68921 0.77013 0.73351
"24" 0.66612 0.70116 0.67400 0.76722 0.72663
"25" 0.67669 0.74192 0.67853 0.77198 0.71401
"26" 0.69191 0.74073 0.70300 0.77636 0.73672
"27" 0.63279 0.66584 0.64785 0.73643 0.70855
"28" 0.66122 0.70313 0.65840 0.74979 0.71628
"29" 0.67936 0.70046 0.67612 0.77069 0.71397
"30" 0.71978 0.73220 0.68377 0.76251 0.73094
"31" 0.62629 0.65865 0.63730 0.76030 0.69897
"32" 0.64779 0.68386 0.66008 0.76106 0.71901
"33" 0.68365 0.68316 0.65363 0.74400 0.69594
"34" 0.62933 0.67082 0.62921 0.73098 0.69195
"35" 0.64316 0.68279 0.66213 0.75217 0.70624
"36" 0.64220 0.66807 0.64468 0.74603 0.6898
"37" 0.67144 0.70959 0.68409 0.76229 0.73919
"38" 0.67148 0.72924 0.68233 0.78461 0.70998
"39" 0.70530 0.69151 0.66480 0.76343 0.71752
"40" 0.65628 0.67646 0.64907 0.73719 0.70396
"41" 0.67105 0.70621 0.67319 0.75496 0.74095
"42" 0.66913 0.69873 0.67557 0.76492 0.72339
"43" 0.64687 0.68949 0.62811 0.72347 0.69024
"44" 0.64434 0.67537 0.64285 0.74081 0.69715
"45" 0.67708 0.73502 0.68062 0.76990 0.72438
"46" 0.62793 0.67258 0.65001 0.74794 0.71638
"47" 0.63563 0.66811 0.64535 0.75672 0.70132
"48" 0.66362 0.69967 0.69145 0.78866 0.72361
"49" 0.63733 0.67634 0.63771 0.74673 0.69264
"50" 0.64966 0.67721 0.65916 0.73145 0.70734
"51" 0.63012 0.66267 0.64179 0.75375 0.71173
"52" 0.68847 0.71937 0.70179 0.77303 0.73768
"53" 0.64336 0.66346 0.65930 0.73387 0.70477
"54" 0.64847 0.67920 0.64601 0.72971 0.70752
"55" 0.66929 0.66788 0.65341 0.74116 0.70698
"56" 0.65934 0.69519 0.65875 0.72702 0.71696
"57" 0.67796 0.72967 0.68554 0.76434 0.74189
"58" 0.76051 0.71102 0.66792 0.73769 0.69841
"59" 0.67540 0.71401 0.68881 0.75399 0.73065
"60" 0.60185 0.62719 0.59743 0.67340 0.64836
"61" 0.62827 0.66813 0.63479 0.73940 0.69313
"62" 0.62405 0.65770 0.63572 0.72685 0.69837
"63" 0.70407 0.73158 0.71600 0.80828 0.75818
"64" 0.62726 0.66263 0.64172 0.71145 0.68249
"65" 0.64533 0.67410 0.63319 0.71211 0.68898
"66" 0.64265 0.66270 0.64894 0.73358 0.70362
"67" 0.71570 0.69008 0.64980 0.73277 0.69944
"68" 0.65964 0.69333 0.65524 0.74607 0.71095
"69" 0.63309 0.67337 0.63509 0.73443 0.69401
"70" 0.62459 0.65781 0.62589 0.70207 0.67411
"71" 0.67079 0.71983 0.67457 0.74745 0.73213
"72" 0.64986 0.69747 0.65913 0.74938 0.71830
"73" 0.68849 0.71146 0.67656 0.76188 0.71890
"74" 0.66962 0.69852 0.67620 0.74139 0.70532
"75" 0.67386 0.70522 0.69119 0.76744 0.72451
