"ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"1"  0.81731 0.52704 0.44102 0.52484 0.44074
"2"  0.41646 0.54129 0.39334 0.49426 0.47512
"3"  0.49793 0.50763 0.39734 0.44001 0.42485
"4"  0.48756 0.54222 0.45118 0.60766 0.58958
"5"  0.44700 0.55652 0.51459 0.56912 0.54275
"6"  0.38208 0.46917 0.38259 0.50815 0.48205
"7"  0.54024 0.53657 0.41974 0.49553 0.43704
"8"  0.44737 0.53959 0.46608 0.49907 0.52693
"9"  0.50178 0.51316 0.39685 0.54122 0.53595
"10" 0.41566 0.55675 0.49524 0.49823 0.53597
"11" 0.37048 0.50245 0.35508 0.48556 0.44716
"12" 0.33485 0.46950 0.35865 0.42401 0.49472
"13" 0.35370 0.44904 0.34343 0.43479 0.39876
"14" 0.72392 0.53067 0.37899 0.43497 0.42687
"15" 0.46917 0.49767 0.42696 0.47785 0.36516
"16" 0.74022 0.59044 0.52660 0.64270 0.60989
"17" 0.41773 0.52111 0.32220 0.38537 0.39145
"18" 0.56663 0.65779 0.58732 0.59209 0.60801
"19" 0.43259 0.54413 0.41124 0.48133 0.48601
"20" 0.74841 0.50088 0.43316 0.50794 0.49273
"21" 0.50334 0.62512 0.54682 0.59424 0.58756
"22" 0.47624 0.50952 0.34914 0.44157 0.41082
"23" 0.45294 0.52553 0.42665 0.49280 0.44336
"24" 0.57871 0.49394 0.47540 0.48465 0.49026
"25" 0.45320 0.48004 0.40701 0.56611 0.44713
"26" 0.72695 0.57376 0.55007 0.54268 0.53392
"27" 0.42713 0.58330 0.54558 0.49515 0.51473
"28" 0.79444 0.56407 0.48298 0.56123 0.50293
"29" 0.50800 0.45218 0.33275 0.56345 0.532
"30" 0.39399 0.49410 0.38754 0.52809 0.46445
"31" 0.39252 0.46440 0.37665 0.52178 0.47473
"32" 0.34126 0.45746 0.33297 0.44395 0.40257
"33" 0.54811 0.47539 0.33097 0.49062 0.43112
"34" 0.81075 0.49373 0.45087 0.47891 0.46387
"35" 0.94266 0.54372 0.45118 0.58647 0.51156
"36" 0.36022 0.44967 0.38077 0.49365 0.47465
"37" 0.71397 0.46299 0.36850 0.47690 0.46357
"38" 0.48302 0.51121 0.49358 0.45844 0.48851
"39" 0.48453 0.59457 0.48126 0.56936 0.62232
"40" 0.62194 0.57431 0.45794 0.68084 0.66297
"41" 0.47480 0.53739 0.41905 0.52187 0.50074
"42" 0.41794 0.50309 0.41510 0.52647 0.52536
"43" 0.52419 0.50888 0.36088 0.53743 0.46266
"44" 0.36468 0.46632 0.33278 0.49423 0.4979
"45" 0.50640 0.49804 0.34968 0.49146 0.452
"46" 0.44975 0.52244 0.47695 0.48379 0.46558
"47" 0.74995 0.52197 0.38146 0.51759 0.454
"48" 0.37756 0.50118 0.39242 0.44875 0.47289
"49" 0.47167 0.48572 0.35082 0.52128 0.50054
"50" 0.40931 0.50606 0.44310 0.53252 0.52728
"51" 0.51492 0.55963 0.45501 0.59214 0.52182
"52" 0.43407 0.49061 0.41574 0.48867 0.49811
"53" 0.32472 0.43589 0.27508 0.36760 0.40195
"54" 0.48894 0.56894 0.46149 0.56379 0.59148
"55" 0.85375 0.57623 0.44255 0.54358 0.55649
"56" 0.52197 0.58585 0.56113 0.56586 0.57202
"57" 0.42567 0.52165 0.40376 0.51450 0.46606
"58" 0.42614 0.58820 0.51156 0.49766 0.55027
"59" 0.46076 0.53512 0.36155 0.46321 0.42679
"60" 0.73424 0.67779 0.50510 0.64751 0.59988
"61" 0.51179 0.56810 0.47343 0.63042 0.57145
"62" 0.64222 0.59579 0.58616 0.59542 0.59295
"63" 0.53839 0.46345 0.42703 0.55249 0.49616
"64" 0.67062 0.58515 0.52022 0.59446 0.64338
"65" 0.53101 0.56125 0.41687 0.53382 0.49366
"66" 0.46716 0.51132 0.43476 0.50960 0.57168
"67" 0.47845 0.57737 0.46777 0.50400 0.51224
"68" 0.77562 0.56395 0.53195 0.59408 0.60734
"69" 0.47574 0.55705 0.44653 0.50582 0.51398
"70" 0.71891 0.57508 0.53112 0.58137 0.62167
"71" 0.50401 0.49172 0.30686 0.55296 0.42988
"72" 0.52115 0.50423 0.40563 0.54871 0.57245
"73" 0.42050 0.49982 0.34369 0.49839 0.5096
"74" 0.44508 0.53049 0.40935 0.53525 0.48469
"75" 0.48754 0.56705 0.51581 0.57976 0.54929
