"ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"1"  0.64705 0.67909 0.64764 0.74161 0.71257
"2"  0.67718 0.71136 0.69163 0.78739 0.73663
"3"  0.63929 0.66954 0.65231 0.74630 0.71372
"4"  0.67329 0.72434 0.68390 0.76334 0.74258
"5"  0.66631 0.70431 0.67483 0.74668 0.71397
"6"  0.64232 0.68109 0.65369 0.74073 0.71913
"7"  0.65769 0.70238 0.66283 0.74886 0.70541
"8"  0.65860 0.71544 0.65579 0.76656 0.71675
"9"  0.65370 0.70123 0.65664 0.72587 0.69213
"10" 0.65503 0.71604 0.65615 0.75398 0.70788
"11" 0.68003 0.71524 0.69934 0.79399 0.74399
"12" 0.64357 0.66917 0.65716 0.74145 0.71791
"13" 0.77866 0.71166 0.65956 0.74507 0.69479
"14" 0.71052 0.70677 0.65843 0.74938 0.71832
"15" 0.66629 0.72121 0.67477 0.75274 0.73335
"16" 0.66402 0.69031 0.67514 0.76978 0.72021
"17" 0.67172 0.70295 0.68059 0.75814 0.72572
"18" 0.65197 0.66994 0.63256 0.71990 0.68106
"19" 0.65658 0.71979 0.65935 0.75410 0.70297
"20" 0.64847 0.68779 0.66491 0.75471 0.71955
"21" 0.67238 0.71127 0.66390 0.73440 0.72122
"22" 0.65309 0.69149 0.65813 0.74843 0.72052
"23" 0.75157 0.67698 0.68093 0.77296 0.74745
"24" 0.64362 0.67482 0.64894 0.74740 0.71021
"25" 0.64048 0.66240 0.64905 0.72722 0.67969
"26" 0.67395 0.70575 0.66761 0.75401 0.72566
"27" 0.67496 0.70825 0.65672 0.73606 0.69617
"28" 0.65171 0.69125 0.65738 0.73260 0.70158
"29" 0.63707 0.68389 0.64729 0.72222 0.70238
"30" 0.67397 0.71020 0.68461 0.77392 0.73112
"31" 0.65255 0.68197 0.66345 0.74041 0.71065
"32" 0.65495 0.68409 0.65983 0.74856 0.70619
"33" 0.67210 0.70479 0.68198 0.78409 0.74895
"34" 0.69152 0.70070 0.67368 0.76728 0.73741
"35" 0.64062 0.70361 0.64715 0.73117 0.7178
"36" 0.64642 0.67961 0.65580 0.73012 0.70573
"37" 0.65079 0.68965 0.66910 0.73841 0.70572
"38" 0.66862 0.67196 0.64280 0.73501 0.6935
"39" 0.67764 0.71006 0.66772 0.75604 0.7141
"40" 0.67262 0.72755 0.67778 0.76471 0.72761
"41" 0.70524 0.70033 0.68107 0.76138 0.72524
"42" 0.62166 0.66368 0.64119 0.73294 0.67909
"43" 0.66062 0.69839 0.67204 0.76308 0.72839
"44" 0.66142 0.69892 0.68468 0.79839 0.75922
"45" 0.68658 0.72349 0.66342 0.75943 0.72416
"46" 0.67190 0.71774 0.67842 0.78616 0.72298
"47" 0.64355 0.70596 0.64906 0.73382 0.67842
"48" 0.66654 0.70818 0.67280 0.77616 0.70948
"49" 0.63485 0.68859 0.63269 0.72652 0.70162
"50" 0.63876 0.67960 0.63924 0.74292 0.69882
"51" 0.62201 0.66114 0.63428 0.73626 0.6851
"52" 0.65177 0.69532 0.65131 0.74208 0.68262
"53" 0.64096 0.67524 0.64812 0.71916 0.70024
"54" 0.60650 0.64702 0.61633 0.71675 0.68931
"55" 0.61905 0.64058 0.62482 0.72679 0.67994
"56" 0.65211 0.70299 0.65581 0.74170 0.70749
"57" 0.67235 0.71358 0.69411 0.76135 0.73754
"58" 0.66189 0.71655 0.66185 0.75647 0.71164
"59" 0.63114 0.66848 0.61690 0.70427 0.66808
"60" 0.64812 0.69687 0.67672 0.76292 0.71602
"61" 0.67245 0.69688 0.68005 0.75773 0.73853
"62" 0.64608 0.68410 0.65260 0.74199 0.70157
"63" 0.64466 0.68205 0.63616 0.72231 0.685
"64" 0.63810 0.66642 0.63993 0.74178 0.70264
"65" 0.69148 0.70699 0.67679 0.76930 0.72366
"66" 0.68364 0.69083 0.65808 0.74552 0.71537
"67" 0.67687 0.72246 0.66272 0.75677 0.72867
"68" 0.65631 0.69841 0.65472 0.74616 0.73267
"69" 0.67940 0.71738 0.67675 0.75771 0.73056
"70" 0.66890 0.72629 0.67257 0.76644 0.71033
"71" 0.63104 0.67711 0.64687 0.74699 0.70292
"72" 0.67836 0.69032 0.66014 0.76510 0.71057
"73" 0.64275 0.68976 0.65545 0.74358 0.71269
"74" 0.64219 0.67724 0.65068 0.75193 0.70994
"75" 0.64427 0.68232 0.65403 0.74317 0.72064
