"ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"1"  0.42613 0.45199 0.37768 0.44811 0.37063
"2"  0.36421 0.42723 0.34520 0.42766 0.41679
"3"  0.39415 0.47042 0.37541 0.46621 0.45881
"4"  0.36106 0.40633 0.34230 0.45837 0.44242
"5"  0.33255 0.41868 0.31083 0.42885 0.38027
"6"  0.42580 0.47781 0.40453 0.48521 0.47028
"7"  0.39623 0.44518 0.37504 0.48001 0.44173
"8"  0.36514 0.43709 0.31746 0.36528 0.40938
"9"  0.41010 0.45244 0.37774 0.46860 0.49812
"10" 0.34609 0.46378 0.35415 0.42466 0.44568
"11" 0.41553 0.43399 0.40763 0.49738 0.50297
"12" 0.35040 0.40721 0.32108 0.47483 0.40837
"13" 0.43520 0.44147 0.39172 0.50462 0.48189
"14" 0.32716 0.39064 0.30869 0.42236 0.39972
"15" 0.29662 0.39180 0.30551 0.37254 0.3666
"16" 0.44431 0.39679 0.37999 0.49789 0.47495
"17" 0.34804 0.43650 0.32835 0.43346 0.43561
"18" 0.38110 0.42435 0.35303 0.46240 0.46466
"19" 0.35560 0.43503 0.39074 0.47216 0.44055
"20" 0.39284 0.48116 0.38866 0.44809 0.4327
"21" 0.36393 0.40471 0.34476 0.53190 0.43014
"22" 0.34166 0.41941 0.33282 0.42590 0.41949
"23" 0.33223 0.41611 0.36560 0.45164 0.45511
"24" 0.33206 0.42418 0.29936 0.42875 0.38058
"25" 0.30316 0.34055 0.25379 0.37195 0.37003
"26" 0.37191 0.45306 0.36749 0.43505 0.47036
"27" 0.35138 0.39548 0.30867 0.44926 0.42001
"28" 0.40992 0.47185 0.37619 0.47929 0.45084
"29" 0.38249 0.43105 0.37131 0.51703 0.48994
"30" 0.40040 0.43632 0.37927 0.46304 0.4206
"31" 0.36424 0.41483 0.34732 0.45685 0.45159
"32" 0.37507 0.43303 0.36692 0.49866 0.42205
"33" 0.42506 0.46546 0.39365 0.51937 0.52667
"34" 0.38510 0.42014 0.37638 0.43996 0.46186
"35" 0.37109 0.44439 0.35797 0.52304 0.44489
"36" 0.33708 0.41037 0.31211 0.49979 0.49657
"37" 0.32491 0.42482 0.30442 0.44389 0.37965
"38" 0.33496 0.40639 0.31996 0.41615 0.42285
"39" 0.36730 0.38606 0.34760 0.47679 0.41954
"40" 0.41212 0.43753 0.39316 0.46138 0.43475
"41" 0.49635 0.41608 0.37612 0.48216 0.43691
"42" 0.38854 0.48432 0.38344 0.41769 0.43516
"43" 0.31376 0.37256 0.29659 0.38472 0.39637
"44" 0.33716 0.40838 0.32386 0.44374 0.44912
"45" 0.34486 0.44862 0.31302 0.47522 0.41887
"46" 0.34836 0.38081 0.34065 0.51068 0.46005
"47" 0.36583 0.46800 0.37041 0.51789 0.46658
"48" 0.39930 0.45915 0.36555 0.52190 0.4821
"49" 0.39537 0.46478 0.37329 0.48428 0.41269
"50" 0.40120 0.45516 0.37452 0.48513 0.47392
"51" 0.36386 0.43420 0.36357 0.47282 0.40066
"52" 0.44101 0.50649 0.45132 0.54403 0.52554
"53" 0.33901 0.37934 0.28944 0.47307 0.4095
"54" 0.41627 0.46341 0.41151 0.47087 0.46186
"55" 0.47680 0.52629 0.48835 0.60228 0.5199
"56" 0.40248 0.48233 0.40365 0.47529 0.5003
"57" 0.42206 0.45226 0.37972 0.47595 0.43589
"58" 0.32509 0.42271 0.31687 0.41517 0.463
"59" 0.37798 0.38550 0.32621 0.46681 0.42799
"60" 0.44974 0.44863 0.34966 0.43881 0.42029
"61" 0.36013 0.44264 0.33668 0.42816 0.40638
"62" 0.35453 0.42646 0.36845 0.49053 0.44013
"63" 0.31293 0.41395 0.31639 0.44212 0.40277
"64" 0.36556 0.41406 0.35662 0.45318 0.41615
"65" 0.30715 0.39157 0.29028 0.43467 0.34623
"66" 0.37655 0.43780 0.38284 0.45275 0.42258
"67" 0.38688 0.43225 0.34692 0.47380 0.42057
"68" 0.37302 0.41702 0.34340 0.48162 0.41091
"69" 0.39069 0.47077 0.35098 0.46771 0.48511
"70" 0.37804 0.46562 0.35360 0.49287 0.39915
"71" 0.31636 0.40523 0.31807 0.43723 0.43195
"72" 0.39400 0.43052 0.37148 0.50275 0.46052
"73" 0.34182 0.43563 0.30413 0.43895 0.46267
"74" 0.39271 0.41342 0.35609 0.46898 0.43073
"75" 0.32517 0.44922 0.35634 0.43093 0.40236
