"ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"1"  0.67528 0.72938 0.69749 0.78265 0.7356
"2"  0.64562 0.68620 0.63568 0.73039 0.69267
"3"  0.71499 0.74938 0.69642 0.78808 0.74757
"4"  0.63733 0.68080 0.65603 0.74192 0.71982
"5"  0.61869 0.67274 0.62620 0.72034 0.67042
"6"  0.65576 0.70176 0.65325 0.74378 0.70909
"7"  0.67175 0.69339 0.67113 0.76837 0.72699
"8"  0.63804 0.67048 0.64073 0.72886 0.69625
"9"  0.65678 0.70327 0.67614 0.77953 0.72975
"10" 0.66931 0.71350 0.67612 0.76638 0.75312
"11" 0.66415 0.71343 0.66533 0.76586 0.72796
"12" 0.66768 0.70365 0.68390 0.76302 0.72707
"13" 0.69024 0.73602 0.67953 0.75800 0.72781
"14" 0.71708 0.69183 0.66821 0.76824 0.72026
"15" 0.69124 0.73322 0.67712 0.75470 0.7271
"16" 0.66244 0.72084 0.67668 0.75714 0.73154
"17" 0.63711 0.67665 0.63727 0.71798 0.67249
"18" 0.65254 0.68560 0.65533 0.74270 0.70384
"19" 0.64821 0.68186 0.65354 0.73691 0.70394
"20" 0.63796 0.66444 0.62886 0.69857 0.66968
"21" 0.66622 0.69393 0.66940 0.73473 0.718
"22" 0.66798 0.69581 0.67019 0.76727 0.71634
"23" 0.66780 0.72991 0.65919 0.75647 0.69125
"24" 0.65006 0.72705 0.65895 0.76313 0.72028
"25" 0.66869 0.73173 0.68417 0.76254 0.72083
"26" 0.74935 0.72101 0.67612 0.77248 0.73706
"27" 0.68602 0.71256 0.67837 0.77217 0.74436
"28" 0.71435 0.69843 0.63875 0.73569 0.7182
"29" 0.62953 0.65820 0.62183 0.72044 0.68053
"30" 0.65823 0.69695 0.66281 0.74249 0.71855
"31" 0.64761 0.67205 0.64861 0.75023 0.7167
"32" 0.63862 0.69576 0.63059 0.71022 0.70276
"33" 0.65357 0.70458 0.66010 0.73997 0.70543
"34" 0.68208 0.69099 0.66672 0.74854 0.71837
"35" 0.65774 0.69686 0.67011 0.74426 0.71051
"36" 0.66427 0.69241 0.68446 0.75497 0.71858
"37" 0.64717 0.69777 0.65847 0.75382 0.73143
"38" 0.67068 0.70876 0.66822 0.73337 0.70317
"39" 0.66364 0.72012 0.68891 0.77811 0.73221
"40" 0.67294 0.72006 0.66458 0.76918 0.7148
"41" 0.67295 0.70611 0.67949 0.77775 0.74888
"42" 0.64949 0.67353 0.66416 0.74676 0.70833
"43" 0.65281 0.70430 0.64268 0.71736 0.68964
"44" 0.64252 0.66972 0.65364 0.75021 0.70082
"45" 0.67708 0.67160 0.66179 0.77593 0.73947
"46" 0.66742 0.70789 0.67697 0.74822 0.71091
"47" 0.65008 0.67853 0.66540 0.74654 0.71089
"48" 0.68405 0.70964 0.70111 0.79065 0.74681
"49" 0.68743 0.71865 0.70214 0.77293 0.7532
"50" 0.64098 0.68214 0.65280 0.75244 0.69689
"51" 0.65063 0.67863 0.65555 0.74772 0.71443
"52" 0.65381 0.70882 0.65554 0.74559 0.70502
"53" 0.63208 0.67095 0.62682 0.69195 0.6905
"54" 0.67150 0.69888 0.67234 0.75347 0.7209
"55" 0.64512 0.68505 0.66449 0.73688 0.70947
"56" 0.66402 0.69795 0.68190 0.77563 0.74191
"57" 0.68928 0.75037 0.67296 0.75148 0.72526
"58" 0.62521 0.68267 0.64120 0.7121 0.68842
"59" 0.64437 0.67061 0.66247 0.74902 0.71635
"60" 0.67851 0.72547 0.68371 0.77623 0.75019
"61" 0.64450 0.69393 0.64444 0.72474 0.68643
"62" 0.66374 0.68635 0.66173 0.74906 0.70631
"63" 0.63872 0.66878 0.65573 0.74882 0.72446
"64" 0.64463 0.68315 0.65286 0.75901 0.71781
"65" 0.64699 0.68573 0.66369 0.75883 0.71053
"66" 0.66110 0.70315 0.69810 0.76659 0.75755
"67" 0.68476 0.71550 0.67089 0.74426 0.72245
"68" 0.67152 0.72653 0.67320 0.75921 0.71709
"69" 0.66723 0.70039 0.66965 0.76124 0.73556
"70" 0.65500 0.68429 0.65039 0.7249 0.70335
"71" 0.68779 0.73851 0.69870 0.77485 0.75103
"72" 0.64394 0.70307 0.66970 0.76076 0.70545
"73" 0.65390 0.70648 0.65791 0.73828 0.69809
"74" 0.72399 0.73231 0.67651 0.77804 0.71595
"75" 0.67715 0.70925 0.69252 0.78609 0.73806
