"error" "lambda"
"1" 0.2121418248321 "0.5"
"2" 0.212834954585104 "0.5"
"3" 0.20217453203043 "0.5"
"4" 0.209821855179726 "0.5"
"5" 0.209189166989517 "0.5"
"6" 0.208314088289736 "0.526"
"7" 0.213178571605509 "0.526"
"8" 0.208249803198912 "0.526"
"9" 0.206898253137451 "0.526"
"10" 0.2086752247059 "0.526"
"11" 0.209938669632506 "0.553"
"12" 0.211803658150843 "0.553"
"13" 0.205376553794672 "0.553"
"14" 0.208828004584157 "0.553"
"15" 0.221692173475359 "0.553"
"16" 0.212991925629944 "0.579"
"17" 0.212029492025804 "0.579"
"18" 0.215757313020114 "0.579"
"19" 0.208573065870083 "0.579"
"20" 0.207706086316684 "0.579"
"21" 0.207765293363116 "0.605"
"22" 0.218026694121338 "0.605"
"23" 0.207392435159813 "0.605"
"24" 0.208929676725472 "0.605"
"25" 0.212381591165781 "0.605"
"26" 0.216861227729344 "0.631"
"27" 0.208155561702804 "0.631"
"28" 0.213593001544849 "0.631"
"29" 0.213129213472356 "0.631"
"30" 0.208901606445514 "0.631"
"31" 0.207970980239847 "0.658"
"32" 0.208076794579454 "0.658"
"33" 0.210162205741897 "0.658"
"34" 0.209410363691922 "0.658"
"35" 0.210670294374538 "0.658"
"36" 0.219335637594116 "0.684"
"37" 0.215303965438767 "0.684"
"38" 0.210263028250842 "0.684"
"39" 0.212578971712939 "0.684"
"40" 0.21374291220909 "0.684"
"41" 0.210748129222495 "0.71"
"42" 0.215994216144574 "0.71"
"43" 0.207051237552564 "0.71"
"44" 0.206891629568896 "0.71"
"45" 0.20430214784474 "0.71"
"46" 0.205462101028468 "0.736"
"47" 0.212693910531402 "0.736"
"48" 0.20634853964523 "0.736"
"49" 0.211679193870051 "0.736"
"50" 0.207817997169509 "0.736"
"51" 0.219000173686196 "0.763"
"52" 0.212580728801796 "0.763"
"53" 0.210075257362454 "0.763"
"54" 0.209759355617078 "0.763"
"55" 0.208779760103305 "0.763"
"56" 0.216240912901888 "0.789"
"57" 0.213482320420488 "0.789"
"58" 0.21048568193839 "0.789"
"59" 0.208956100754721 "0.789"
"60" 0.214004715730559 "0.789"
"61" 0.211804323635499 "0.815"
"62" 0.211197944799556 "0.815"
"63" 0.20153004361007 "0.815"
"64" 0.210189845551486 "0.815"
"65" 0.20823429996398 "0.815"
"66" 0.212417869298447 "0.841"
"67" 0.215450962797308 "0.841"
"68" 0.209178025416956 "0.841"
"69" 0.210219542837042 "0.841"
"70" 0.206122885015017 "0.841"
"71" 0.214492224349857 "0.868"
"72" 0.20766969288783 "0.868"
"73" 0.204357587167039 "0.868"
"74" 0.215863834405792 "0.868"
"75" 0.205077886344189 "0.868"
"76" 0.206003966379605 "0.894"
"77" 0.210776805064573 "0.894"
"78" 0.206228016613307 "0.894"
"79" 0.214299103024445 "0.894"
"80" 0.206642568318981 "0.894"
"81" 0.215760636900093 "0.92"
"82" 0.205234621851926 "0.92"
"83" 0.215978677219698 "0.92"
"84" 0.214958310534019 "0.92"
"85" 0.218874100032733 "0.92"
"86" 0.211866194929672 "0.946"
"87" 0.211634632394241 "0.946"
"88" 0.21008970335828 "0.946"
"89" 0.211699912794249 "0.946"
"90" 0.210679149305466 "0.946"
"91" 0.215711918345535 "0.973"
"92" 0.209606695823073 "0.973"
"93" 0.205857335224081 "0.973"
"94" 0.212321682205463 "0.973"
"95" 0.205767966771732 "0.973"
"96" 0.216762189188284 "0.999"
"97" 0.209215947917261 "0.999"
"98" 0.208207738854245 "0.999"
"99" 0.210375598553303 "0.999"
"100" 0.210616152060651 "0.999"
"101" 0.211383503400588 "1"
"102" 0.210859355550534 "1"
"103" 0.2112500142083 "1"
"104" 0.21161855901951 "1"
"105" 0.214051763793552 "1"
