"ga.eprr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1" 0.65325 0.76046 0.77083 0.80474 0.55835 0.73531
"2" 0.6607 0.7565 0.76617 0.79927 0.57032 0.75663
"3" 0.66472 0.76692 0.77574 0.80935 0.56631 0.74353
"4" 0.68405 0.77663 0.78886 0.81774 0.56867 0.74244
"5" 0.66902 0.7632 0.77176 0.83382 0.5745 0.76032
"6" 0.67289 0.77321 0.78142 0.82805 0.57708 0.74998
"7" 0.66039 0.75695 0.7678 0.80551 0.55874 0.75382
"8" 0.68647 0.77586 0.78815 0.82486 0.57932 0.76974
"9" 0.65816 0.74821 0.76131 0.7996 0.54926 0.73433
"10" 0.66486 0.76527 0.77618 0.80984 0.56969 0.7608
"11" 0.66114 0.76386 0.76972 0.81889 0.56767 0.74068
"12" 0.65211 0.76446 0.77414 0.81775 0.57459 0.75796
"13" 0.67739 0.7773 0.78714 0.83025 0.58235 0.76472
"14" 0.6703 0.75901 0.7663 0.81066 0.56728 0.75294
"15" 0.67688 0.76518 0.77681 0.80618 0.57431 0.75827
"16" 0.66243 0.76764 0.77543 0.80712 0.58124 0.77132
"17" 0.66118 0.75435 0.76584 0.81385 0.56361 0.75153
"18" 0.66349 0.76895 0.77817 0.82526 0.58471 0.75163
"19" 0.67015 0.76399 0.77378 0.83018 0.56674 0.75453
"20" 0.67179 0.77482 0.7828 0.81764 0.57588 0.75177
"21" 0.66796 0.77163 0.77785 0.83924 0.57478 0.76876
"22" 0.65325 0.75273 0.75945 0.80837 0.56318 0.72483
"23" 0.68523 0.78624 0.7973 0.83985 0.58643 0.77697
"24" 0.68183 0.7852 0.79432 0.83451 0.58866 0.77936
"25" 0.66945 0.76049 0.76982 0.81466 0.56666 0.76305
"26" 0.68075 0.7703 0.78493 0.81506 0.57366 0.75274
"27" 0.65197 0.74864 0.76011 0.81555 0.55762 0.76243
"28" 0.68418 0.7681 0.77162 0.82285 0.57867 0.76073
"29" 0.67394 0.75925 0.7659 0.82577 0.56954 0.74478
"30" 0.67502 0.77706 0.78915 0.84205 0.58586 0.77935
"31" 0.67089 0.77078 0.78104 0.82341 0.57733 0.76013
"32" 0.66992 0.77191 0.77603 0.81934 0.57526 0.75814
"33" 0.66237 0.7659 0.77038 0.8174 0.57542 0.77777
"34" 0.6779 0.7728 0.78108 0.81078 0.57556 0.75767
"35" 0.66677 0.75336 0.75833 0.80411 0.56575 0.73977
"36" 0.69282 0.77723 0.791 0.83753 0.58037 0.7898
"37" 0.67255 0.77373 0.78204 0.82137 0.5905 0.78497
"38" 0.66106 0.76412 0.77003 0.81489 0.57005 0.74401
"39" 0.65657 0.76303 0.76685 0.80999 0.5721 0.76704
"40" 0.67114 0.77543 0.78732 0.82967 0.5652 0.74751
"41" 0.68231 0.78115 0.79523 0.84548 0.58385 0.78128
"42" 0.65121 0.76132 0.77056 0.82426 0.57279 0.76534
"43" 0.6754 0.76469 0.77531 0.80713 0.56458 0.75943
"44" 0.66838 0.77128 0.78726 0.82129 0.57308 0.76784
"45" 0.67993 0.76906 0.77694 0.82611 0.57368 0.74377
"46" 0.67825 0.75726 0.75971 0.81906 0.57312 0.75379
"47" 0.66528 0.76483 0.77364 0.81538 0.56539 0.73498
"48" 0.66294 0.75947 0.76614 0.80399 0.56743 0.73895
"49" 0.66277 0.7499 0.76374 0.80422 0.54792 0.74701
"50" 0.67428 0.77533 0.78807 0.82848 0.57789 0.76255
"51" 0.70731 0.76141 0.77265 0.8222 0.56897 0.76123
"52" 0.68007 0.77596 0.78772 0.81809 0.5672 0.7388
"53" 0.67569 0.77527 0.78102 0.83039 0.58412 0.77636
"54" 0.66578 0.76661 0.77095 0.82149 0.56307 0.76006
"55" 0.67284 0.78319 0.78875 0.83087 0.58272 0.75551
"56" 0.67214 0.76736 0.78016 0.81963 0.57768 0.7522
"57" 0.67876 0.7673 0.77809 0.82307 0.57228 0.73878
"58" 0.66737 0.76573 0.77416 0.82167 0.56197 0.77725
"59" 0.66114 0.759 0.76869 0.81676 0.564 0.73885
"60" 0.65188 0.74935 0.75364 0.81138 0.5574 0.74928
"61" 0.65447 0.75661 0.76156 0.81686 0.5711 0.76347
"62" 0.69267 0.77442 0.78067 0.82068 0.57572 0.76358
"63" 0.66876 0.75898 0.77098 0.80194 0.55834 0.77065
"64" 0.68238 0.77114 0.77959 0.8155 0.57909 0.74863
"65" 0.66674 0.76811 0.77135 0.81112 0.57255 0.76429
"66" 0.65992 0.75246 0.76012 0.8215 0.56503 0.74208
"67" 0.67105 0.76197 0.77154 0.81911 0.55873 0.74766
"68" 0.67716 0.76952 0.77794 0.81974 0.57367 0.73116
"69" 0.68131 0.77777 0.79108 0.82862 0.59056 0.78052
"70" 0.68179 0.78342 0.79541 0.8277 0.58917 0.7814
"71" 0.6557 0.75563 0.76265 0.81684 0.56273 0.77498
"72" 0.66733 0.77168 0.7843 0.83789 0.58045 0.76733
"73" 0.67382 0.76425 0.77172 0.82797 0.56436 0.75694
"74" 0.6905 0.78477 0.79894 0.81421 0.58462 0.76859
"75" 0.67111 0.75855 0.76895 0.80213 0.5632 0.7502
