"GA.Poly" "Lin.Reg" "SVM" "RPART" "Rnd.For" "CI.Tree"
"1" 71330.0052736545 69163.2018144306 70278.5452443588 81295.3596072014 52196.2462440511 68578.0209612858
"2" 71229.3083421703 69226.9718712108 70309.166205347 79575.620310926 51622.5000169762 68594.1992561698
"3" 70657.4616824921 69202.3295704799 70547.1024291356 75260.1934489239 51741.1778844898 70436.76012926
"4" 69964.2446938983 69478.9599554034 69913.0234480089 78395.4658049958 51434.9494992994 68309.6177594207
"5" 71281.5717872057 71426.3680440961 71857.86657072 76687.838772924 52743.9719441087 69803.196632498
"6" 71404.3540852761 69573.010617028 70493.0100677525 79635.2292852819 51899.0833413711 69286.841944281
"7" 71324.0409722588 71673.4841996794 72549.0498820308 81064.4600661534 53282.4994800256 68524.6629355469
"8" 71719.0817054901 70362.2260933977 71616.2231838128 79869.2693132291 52793.7941163264 71054.6206739728
"9" 71481.3153182496 70139.1468337468 70757.0192230131 75910.8603185795 51025.309240216 65704.4958919706
"10" 71852.382354672 69107.8222005029 70320.0920653317 75900.101994986 52395.2910978603 68286.8476082454
