 "ga.eprr.0.8" "ga.eprr.0.9" "ga.epr" "lin.reg" "svm" "rpart" "rf" "ci.tree"
"1"  0.67292 0.66097 0.67677 0.76639 0.76860 0.84200 0.57532 0.76754
"2"  0.67242 0.65551 0.66264 0.75723 0.76469 0.81403 0.57250 0.75579
"3"  0.68475 0.65880 0.67017 0.76629 0.77554 0.82117 0.58008 0.73924
"4"  0.67027 0.66529 0.67785 0.78658 0.79403 0.84352 0.58185 0.76140
"5"  0.66045 0.66377 0.66419 0.76890 0.77439 0.83965 0.57642 0.76859
"6"  0.67080 0.67868 0.66320 0.76722 0.77493 0.81828 0.57058 0.78015
"7"  0.65702 0.68083 0.66663 0.76537 0.77264 0.81307 0.57832 0.77050
"8"  0.65125 0.66445 0.67691 0.77647 0.78507 0.81582 0.57231 0.76830
"9"  0.65196 0.69065 0.67032 0.77384 0.78191 0.81725 0.57518 0.74657
"10" 0.67560 0.66985 0.66726 0.76938 0.77881 0.82031 0.58038 0.76205
"11" 0.65983 0.65706 0.67568 0.77308 0.78476 0.83952 0.57227 0.76384
"12" 0.65847 0.67069 0.66086 0.75755 0.76656 0.80702 0.57492 0.75630
"13" 0.67953 0.67109 0.66569 0.76442 0.77369 0.79897 0.57890 0.76238
"14" 0.66422 0.65857 0.66973 0.76750 0.77196 0.81889 0.58134 0.78021
"15" 0.67039 0.68203 0.66352 0.76456 0.78169 0.82092 0.57005 0.74297
"16" 0.68202 0.66919 0.66621 0.75732 0.75920 0.83240 0.56293 0.76440
"17" 0.66491 0.67729 0.66662 0.76579 0.77894 0.81362 0.56334 0.73663
"18" 0.67585 0.65536 0.65593 0.74780 0.75083 0.80324 0.55338 0.73593
"19" 0.66246 0.68511 0.68694 0.76590 0.77099 0.82643 0.57107 0.75026
"20" 0.67027 0.66153 0.67225 0.76757 0.78201 0.82720 0.56985 0.78454
"21" 0.64619 0.68123 0.66324 0.76815 0.77757 0.81231 0.57244 0.75230
"22" 0.67637 0.65903 0.66841 0.76948 0.77853 0.83055 0.57861 0.77028
"23" 0.65822 0.65977 0.67615 0.76350 0.76951 0.81199 0.56720 0.76054
"24" 0.67227 0.67572 0.67603 0.75018 0.76270 0.81017 0.55497 0.73877
"25" 0.67161 0.67171 0.67102 0.75740 0.76282 0.81311 0.57224 0.75197
"26" 0.67176 0.65895 0.66774 0.77021 0.77882 0.80802 0.56767 0.74949
"27" 0.67174 0.65323 0.66482 0.76781 0.77719 0.81735 0.57768 0.77540
"28" 0.65116 0.67240 0.66182 0.75475 0.76012 0.81166 0.56205 0.74468
"29" 0.65840 0.68787 0.71531 0.77411 0.78818 0.80169 0.57571 0.77008
"30" 0.65770 0.66825 0.65901 0.74883 0.76096 0.79251 0.55179 0.73237
"31" 0.66330 0.65704 0.66666 0.75259 0.76036 0.80457 0.55741 0.73547
"32" 0.67644 0.66179 0.65930 0.75509 0.76042 0.81519 0.56712 0.75535
"33" 0.66442 0.66730 0.67726 0.78211 0.78878 0.83193 0.58693 0.76560
"34" 0.66961 0.67472 0.66277 0.76324 0.77286 0.81467 0.56765 0.72265
"35" 0.66241 0.67841 0.69592 0.77753 0.78993 0.82488 0.57860 0.75423
"36" 0.67385 0.65679 0.67989 0.77690 0.78420 0.82184 0.57945 0.76159
"37" 0.65739 0.66989 0.66738 0.77467 0.78340 0.83702 0.58333 0.78543
"38" 0.65984 0.67250 0.66202 0.75459 0.76012 0.79558 0.55921 0.73268
"39" 0.66751 0.67753 0.67443 0.76421 0.77385 0.81004 0.56485 0.75722
"40" 0.67053 0.68365 0.65752 0.76874 0.77429 0.82611 0.57324 0.75369
"41" 0.66374 0.67199 0.67562 0.77510 0.78788 0.82632 0.57842 0.74991
"42" 0.66355 0.71543 0.67661 0.77734 0.78800 0.82221 0.57558 0.76181
"43" 0.66473 0.66209 0.66809 0.78327 0.79062 0.83028 0.58228 0.77100
"44" 0.66087 0.63787 0.65460 0.75508 0.75926 0.83176 0.57130 0.74870
"45" 0.65561 0.66705 0.68007 0.76743 0.77967 0.82271 0.56514 0.73805
"46" 0.65350 0.67146 0.67550 0.76338 0.76744 0.83472 0.56751 0.75380
"47" 0.67226 0.66566 0.66686 0.75035 0.75395 0.80998 0.55415 0.74352
"48" 0.65921 0.66643 0.67483 0.77375 0.78190 0.82282 0.57130 0.76047
"49" 0.66254 0.66140 0.67416 0.77720 0.78700 0.82201 0.57857 0.75953
"50" 0.67213 0.66854 0.65813 0.76730 0.77841 0.81852 0.56848 0.76545
"51" 0.67993 0.67492 0.65253 0.76138 0.76994 0.81088 0.55722 0.73805
"52" 0.65646 0.67534 0.65807 0.76707 0.77640 0.81460 0.57862 0.75262
"53" 0.65386 0.66022 0.65767 0.75623 0.76582 0.81362 0.55674 0.75170
"54" 0.66739 0.66927 0.66985 0.77107 0.77609 0.82348 0.58817 0.76468
"55" 0.66301 0.66421 0.67493 0.78266 0.79276 0.82449 0.59077 0.76888
"56" 0.66508 0.66920 0.67428 0.77548 0.78867 0.84277 0.57518 0.77102
"57" 0.65875 0.66966 0.67261 0.75879 0.76805 0.80474 0.57427 0.76156
"58" 0.66556 0.66248 0.66967 0.77124 0.77723 0.82345 0.57178 0.74914
"59" 0.66533 0.67156 0.67566 0.77807 0.79880 0.81865 0.57475 0.73602
"60" 0.68021 0.68101 0.69963 0.77631 0.78846 0.82740 0.58164 0.76810
"61" 0.67401 0.65698 0.66768 0.76270 0.77082 0.83336 0.57494 0.75539
"62" 0.67452 0.66933 0.68206 0.77580 0.78573 0.81234 0.58022 0.75845
"63" 0.65817 0.69358 0.66765 0.76303 0.77084 0.80425 0.56662 0.77603
"64" 0.66043 0.67715 0.67806 0.75912 0.76491 0.80144 0.56890 0.74865
"65" 0.66595 0.67992 0.66700 0.76102 0.76728 0.80919 0.55855 0.74113
"66" 0.66304 0.66397 0.67370 0.76426 0.77237 0.81978 0.56055 0.74245
"67" 0.66033 0.66625 0.67761 0.77192 0.78426 0.82308 0.57918 0.74909
"68" 0.65726 0.67536 0.67609 0.78390 0.78651 0.83518 0.59211 0.78514
"69" 0.67406 0.66396 0.68197 0.77984 0.79404 0.83065 0.57633 0.76719
"70" 0.68090 0.66390 0.68376 0.77887 0.79301 0.82118 0.57653 0.73844
"71" 0.66507 0.67074 0.68004 0.77217 0.78444 0.80782 0.56738 0.75225
"72" 0.66557 0.67692 0.66027 0.76859 0.77637 0.81661 0.57391 0.75965
"73" 0.67336 0.70336 0.71231 0.77275 0.78506 0.81590 0.56867 0.76565
"74" 0.67071 0.66206 0.67357 0.78351 0.79679 0.82888 0.58091 0.76730
"75" 0.66253 0.66055 0.66623 0.77523 0.788320.822486 0.56621 0.76526
