"ga.eprr.0.7" "ga.eprr.0.8" "ga.eprr.0.9" "ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"59" 0.39619 0.37798 0.37149 0.37848 0.41385 0.37202 0.44714 0.47861
"60" 0.34774 0.44974 0.38570 0.32701 0.39199 0.31321 0.41190 0.42614
"61" 0.31460 0.36013 0.33382 0.28683 0.43325 0.36543 0.46612 0.38428
"62" 0.40467 0.35453 0.37272 0.39047 0.48303 0.43165 0.49158 0.44557
"63" 0.43749 0.31293 0.38615 0.37712 0.45078 0.37804 0.49584 0.40523
"64" 0.37438 0.36556 0.39097 0.37035 0.42799 0.35209 0.45441 0.42924
"65" 0.46294 0.30715 0.43718 0.32668 0.44499 0.41278 0.51433 0.48724
"66" 0.39050 0.37655 0.37146 0.37604 0.47318 0.39601 0.49712 0.46682
"67" 0.39293 0.38688 0.38521 0.36779 0.46232 0.37868 0.50561 0.44201
"68" 0.39667 0.37302 0.35213 0.37780 0.45546 0.39372 0.55914 0.50141
"69" 0.37740 0.39069 0.30633 0.43481 0.44585 0.37863 0.45358 0.44585
"70" 0.35166 0.37804 0.41614 0.39428 0.44207 0.33004 0.42851 0.48441
"71" 0.38667 0.31636 0.34601 0.39376 0.46556 0.37970 0.50547 0.42987
"72" 0.41184 0.39400 0.35766 0.32884 0.44083 0.39493 0.47245 0.50097
"73" 0.37479 0.34182 0.36378 0.33590 0.49544 0.40289 0.50310 0.48513
"74" 0.39235 0.39271 0.42317 0.36741 0.42957 0.38760 0.46317 0.44221
"75" 0.34928 0.32517 0.39154 0.33054 0.37952 0.31053 0.43819 0.39032
