"ga.eprr.0.7" "ga.eprr.0.8" "ga.eprr.0.9" "ga.eprr" "lin.reg" "svm" "rpart" "ci.tree"
"1"  0.64705 0.63955 0.67528 0.68185 0.67909 0.64764 0.74161 0.71257
"2"  0.67718 0.71034 0.64562 0.65615 0.71136 0.69163 0.78739 0.73663
"3"  0.63929 0.64336 0.71499 0.68815 0.66954 0.65231 0.74630 0.71372
"4"  0.67329 0.68131 0.63733 0.67946 0.72434 0.68390 0.76334 0.74258
"5"  0.66631 0.67591 0.61869 0.71893 0.70431 0.67483 0.74668 0.71397
"6"  0.64232 0.67615 0.65576 0.72236 0.68109 0.65369 0.74073 0.71913
"7"  0.65769 0.64650 0.67175 0.70646 0.70238 0.66283 0.74886 0.70541
"8"  0.65860 0.66077 0.63804 0.67786 0.71544 0.65579 0.76656 0.71675
"9"  0.65370 0.77134 0.65678 0.70438 0.70123 0.65664 0.72587 0.69213
"10" 0.65503 0.65092 0.66931 0.67549 0.71604 0.65615 0.75398 0.70788
"11" 0.68003 0.64558 0.66415 0.68075 0.71524 0.69934 0.79399 0.74399
"12" 0.64357 0.65801 0.66768 0.69102 0.66917 0.65716 0.74145 0.71791
"13" 0.77866 0.66414 0.69024 0.63887 0.71166 0.65956 0.74507 0.69479
"14" 0.71052 0.66248 0.71708 0.68162 0.70677 0.65843 0.74938 0.71832
"15" 0.66629 0.67345 0.69124 0.66387 0.72121 0.67477 0.75274 0.73335
"16" 0.66402 0.65738 0.66244 0.67432 0.69031 0.67514 0.76978 0.72021
"17" 0.67172 0.67468 0.63711 0.72985 0.70295 0.68059 0.75814 0.72572
"18" 0.65197 0.65677 0.65254 0.67726 0.66994 0.63256 0.71990 0.68106
"19" 0.65658 0.66639 0.64821 0.67763 0.71979 0.65935 0.75410 0.70297
"20" 0.64847 0.65106 0.63796 0.74372 0.68779 0.66491 0.75471 0.71955
"21" 0.67238 0.70183 0.66622 0.71879 0.71127 0.66390 0.73440 0.72122
"22" 0.65309 0.68731 0.66798 0.68986 0.69149 0.65813 0.74843 0.72052
"23" 0.75157 0.66402 0.66780 0.67980 0.67698 0.68093 0.77296 0.74745
"24" 0.64362 0.66612 0.65006 0.68429 0.67482 0.64894 0.74740 0.71021
"25" 0.64048 0.67669 0.66869 0.69143 0.66240 0.64905 0.72722 0.67969
"26" 0.67395 0.69191 0.74935 0.66262 0.70575 0.66761 0.75401 0.72566
"27" 0.67496 0.63279 0.68602 0.64606 0.70825 0.65672 0.73606 0.69617
"28" 0.65171 0.66122 0.71435 0.69569 0.69125 0.65738 0.73260 0.70158
"29" 0.63707 0.67936 0.62953 0.65844 0.68389 0.64729 0.72222 0.70238
"30" 0.67397 0.71978 0.65823 0.64210 0.71020 0.68461 0.77392 0.73112
"31" 0.65255 0.62629 0.64761 0.65490 0.68197 0.66345 0.74041 0.71065
"32" 0.65495 0.64779 0.63862 0.65393 0.68409 0.65983 0.74856 0.70619
"33" 0.67210 0.68365 0.65357 0.66836 0.70479 0.68198 0.78409 0.74895
"34" 0.69152 0.62933 0.68208 0.68899 0.70070 0.67368 0.76728 0.73741
"35" 0.64062 0.64316 0.65774 0.62922 0.70361 0.64715 0.73117 0.7178
"36" 0.64642 0.64220 0.66427 0.64549 0.67961 0.65580 0.73012 0.70573
"37" 0.65079 0.67144 0.64717 0.65653 0.68965 0.66910 0.73841 0.70572
"38" 0.66862 0.67148 0.67068 0.66270 0.67196 0.64280 0.73501 0.6935
"39" 0.67764 0.70530 0.66364 0.65248 0.71006 0.66772 0.75604 0.7141
"40" 0.67262 0.65628 0.67294 0.66297 0.72755 0.67778 0.76471 0.72761
"41" 0.70524 0.67105 0.67295 0.63001 0.70033 0.68107 0.76138 0.72524
"42" 0.62166 0.66913 0.64949 0.67643 0.66368 0.64119 0.73294 0.67909
"43" 0.66062 0.64687 0.65281 0.67335 0.69839 0.67204 0.76308 0.72839
"44" 0.66142 0.64434 0.64252 0.66833 0.69892 0.68468 0.79839 0.75922
"45" 0.68658 0.67708 0.67708 0.67919 0.72349 0.66342 0.75943 0.72416
"46" 0.67190 0.62793 0.66742 0.65763 0.71774 0.67842 0.78616 0.72298
"47" 0.64355 0.63563 0.65008 0.66571 0.70596 0.64906 0.73382 0.67842
"48" 0.66654 0.66362 0.68405 0.69729 0.70818 0.67280 0.77616 0.70948
"49" 0.63485 0.63733 0.68743 0.65168 0.68859 0.63269 0.72652 0.70162
"50" 0.63876 0.64966 0.64098 0.61315 0.67960 0.63924 0.74292 0.69882
"51" 0.62201 0.63012 0.65063 0.64957 0.66114 0.63428 0.73626 0.6851
"52" 0.65177 0.68847 0.65381 0.66516 0.69532 0.65131 0.74208 0.68262
"53" 0.64096 0.64336 0.63208 0.67410 0.67524 0.64812 0.71916 0.70024
"54" 0.60650 0.64847 0.67150 0.65286 0.64702 0.61633 0.71675 0.68931
"55" 0.61905 0.66929 0.64512 0.65659 0.64058 0.62482 0.72679 0.67994
"56" 0.65211 0.65934 0.66402 0.63296 0.70299 0.65581 0.74170 0.70749
"57" 0.67235 0.67796 0.68928 0.62364 0.71358 0.69411 0.76135 0.73754
